center_label,v,lm,t,w,bulk_gap,direct_gap,indirect_gap,min_direct_gap,kx_min,ky_min,chern,z2,wilson,occupied_band_index,unoccupied_band_index,distance_to_center
B,1.05,0.23999999999999994,0.5,0.95,0.34368917490540835,0.34368917490540835,0.34368917490540835,0.34368917490540835,0.5,0.0,-1.1259714008348613e-16,0,0.09631207729954655,3,4,0.06403124237432847
B,1.05,0.24999999999999992,0.5,0.95,0.35285695009256546,0.35285695009256546,0.35285695009256546,0.35285695009256546,1.0,0.5,4.7271210559898274e-17,1,1.040289896521811,3,4,0.07071067811865471
B,1.05,0.2599999999999999,0.5,0.95,0.3623165008871522,0.36231650088715234,0.3623165008871522,0.36231650088715234,0.5,1.0,-6.4108934615744655e-18,0,-0.14049780007068122,3,4,0.07810249675906648
B,1.05,0.2699999999999999,0.5,0.95,0.37206024991216924,0.37206024991216957,0.37206024991216924,0.37206024991216957,1.0,0.5,7.237431646856266e-17,0,-0.40665657837091934,3,4,0.08602325267042621
B,1.05,0.2799999999999999,0.5,0.95,0.3820806639140581,0.3820806639140581,0.3820806639140581,0.3820806639140581,0.5,0.0,1.651956254935593e-16,0,0.13238930434299692,3,4,0.09433981132056599
B,1.05,0.2899999999999999,0.5,0.95,0.3923702708126814,0.3923702708126814,0.3923702708126814,0.3923702708126814,1.0,0.5,6.279418172904487e-17,0,0.4471934117287111,3,4,0.10295630140986994
B,1.05,0.29999999999999993,0.5,0.95,0.4029216751255826,0.40292167512558275,0.4029216751255826,0.40292167512558275,0.5,1.0,1.411033279561333e-16,0,0.0019206373270127374,3,4,0.11180339887498944
B,1.06,0.1,0.5,0.94,0.2134841792825366,0.21348417928253716,0.2134841792825366,0.21348417928253716,1.0,0.5,-5.0785757566605666e-17,0,0.21573206109495036,3,4,0.1077032961426901
B,1.06,0.11,0.5,0.94,0.2178445480355924,0.2178445480355924,0.2178445480355924,0.2178445480355924,0.0,0.5,-3.46762811988025e-17,0,-0.3863393722761815,3,4,0.09848857801796107
B,1.06,0.12,0.5,0.94,0.2225977039946114,0.22259770399461168,0.2225977039946114,0.22259770399461168,1.0,0.5,3.476763271363699e-18,0,0.2804999238474671,3,4,0.08944271909999162
B,1.06,0.13,0.5,0.94,0.2277379043627482,0.2277379043627482,0.2277379043627482,0.2277379043627482,0.0,0.5,-4.447328830919899e-17,0,-0.37238779927042454,3,4,0.08062257748298551
